api,tool,run,interactions,2XX,4XX,5XX,401,403,covered_operations,unique_5XX,branch_coverage,line_coverage,method_coverage,area_2XX,area_4XX,area_5XX,area_401,area_403,area_covered_operations,area_unique_5XX,area_branch_coverage,area_line_coverage,area_method_coverage
market,restler,run-20240604-221126,20100,9635,1268,9197,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,635587,158285,1236228,-,-,1607,1884,3.4074803149606248,50.50997280145047,64.41486486486497
user-management,resttestgen,run-20240531-211949,21000,606,12554,7840,-,-,11,2,0.09341825902335456,0.6360759493670886,0.48058252427184467,69613,1317667,828220,-,-,1982,416,17.488322717622147,123.414556962025,97.16990291262091
project-tracking-system,schemathesis,run-20240604-002457,21700,6769,12761,2170,-,-,15,1,0.03125,0.2981510015408321,0.38155136268343814,734405,1394941,235954,-,-,3182,217,6.78125,64.4530046224959,82.22431865828104
features-service,schemathesis,run-20240603-234514,16400,8869,1590,5941,-,-,6,6,0.13095238095238096,0.387308533916849,0.3988439306358382,726177,131665,495158,-,-,980,977,21.440476190476172,63.328227571116095,65.1502890173413
market,morest,run-20240604-201219,20100,2775,14399,2926,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,282363,1455567,292170,-,-,1806,402,3.5433070866141683,52.554397098821525,67.90135135135148
blog,resttestgen,run-20240602-132922,25900,1801,13052,11047,-,-,21,10,0.0364321608040201,0.45454545454545453,0.39947437582128775,197777,1670134,1499089,-,-,5314,2196,9.070351758793947,114.47390572390542,101.25361366622809
scs,restler,run-20240604-212553,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.6428571428571,124.22033898305042,145.71794871794867
user-management,deeprest-e20-s20,run-20240531-164516,21000,675,14595,5730,-,-,10,4,0.09235668789808917,0.6930379746835443,0.5339805825242718,114141,1514598,586761,-,-,1866,787,18.08174097664545,136.63607594936724,107.59951456310625
genome-nexus,arat-rl,run-20240531-205148,3900,1757,1538,605,-,-,20,1,0.2681721947776994,0.3479610846615607,0.3057324840764331,33152,31549,13299,-,-,675,39,10.222300635144672,13.414613951562831,11.73537927041112
blog,arat-rl,run-20240531-172645,25900,3880,14397,7623,-,-,21,11,0.04271356783919598,0.46464646464646464,0.4073587385019711,458484,1952847,955669,-,-,5031,2623,10.451005025125573,116.19865319865296,101.91721419185254
languagetool,resttestgen,run-20240601-124915,20800,3836,15527,1437,-,-,2,6,0.1915704431995732,0.3461648383054499,0.33466453674121405,403536,1614318,155746,-,-,416,1155,35.51629129987428,66.23026359179558,62.59797657082001
ncs,restler,run-20240604-204608,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.4226190476194,159.16727272727275,171.31034482758648
features-service,schemathesis,run-20240603-165556,16400,8854,1610,5936,-,-,7,6,0.13095238095238096,0.4310722100656455,0.44508670520231214,730095,129304,493601,-,-,1143,977,21.440476190476172,70.53829321663017,72.7861271676302
languagetool,resttestgen,run-20240531-210548,20800,3612,15773,1415,-,-,2,7,0.20654700659273656,0.37087519511069095,0.35835995740149096,372908,1654367,146325,-,-,416,1128,34.574939979421494,63.45197528964328,59.589856230031955
ncs,resttestgen,run-20240602-080350,22000,2166,19834,0,-,-,6,0,0.8392857142857143,0.9018181818181819,0.8620689655172413,244731,2186269,0,-,-,1319,0,170.46428571428604,190.21818181818205,188.6551724137926
user-management,restler,run-20240605-154405,21000,9814,10068,1118,-,-,5,3,0.0435244161358811,0.48417721518987344,0.4587378640776699,823274,1272023,120203,-,-,944,604,8.801486199575356,97.04588607594943,92.4126213592236
project-tracking-system,schemathesis,run-20240603-150830,21700,8271,11883,1546,-,-,15,1,0.03125,0.29892141756548535,0.37735849056603776,923958,1277523,163819,-,-,3123,217,6.78125,64.3867488443762,80.82389937106933
project-tracking-system,resttestgen,run-20240531-173125,21700,918,20051,731,-,-,36,1,0.10416666666666667,0.38366718027734975,0.5220125786163522,118344,2170870,76086,-,-,6857,215,21.031250000000025,81.76656394453012,110.23899371069173
restcountries,restler,run-20240605-141950,16300,1219,15064,17,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,86043,1249217,1340,-,-,483,148,99.85454545454532,106.21178637200711,131.8806818181814
blog,morest,run-20240605-100345,25900,275,21278,4347,-,-,10,6,0.029522613065326633,0.3771043771043771,0.3061760840998686,43119,2775647,548234,-,-,2502,1470,7.379396984924607,95.0462962962958,77.97371879106448
user-management,schemathesis,run-20240603-235217,21000,3399,15333,2268,-,-,8,2,0.07006369426751592,0.5205696202531646,0.441747572815534,348575,1635041,231884,-,-,1670,420,14.556263269639036,108.77531645569658,92.37864077669889
scs,arat-rl,run-20240531-191858,21000,18651,2349,0,-,-,11,0,0.4642857142857143,0.6508474576271186,0.717948717948718,1966654,248846,0,-,-,2310,0,93.04761904761878,134.3118644067795,149.58974358974362
restcountries,morest,run-20240604-222044,16300,1098,15101,101,-,-,22,1,0.8954545454545455,0.7790055248618785,0.8465909090909091,92610,1235607,8383,-,-,3392,161,140.03636363636372,124.1823204419886,135.38068181818153
ncs,restler,run-20240604-221348,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
scs,restler,run-20240604-192643,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.64682539682535,124.2237288135589,145.71794871794867
market,arat-rl,run-20240531-182028,20100,10337,5185,4578,-,-,10,16,0.01968503937007874,0.27651858567543064,0.35945945945945945,1041812,522257,466031,-,-,1969,3094,3.8622047244094433,54.80145058930202,71.09729729729712
user-management,restler,run-20240606-041131,21000,9794,10089,1117,-,-,5,3,0.0435244161358811,0.48417721518987344,0.4587378640776699,822492,1273622,119386,-,-,944,604,8.834394904458582,97.367088607595,92.73300970873818
genome-nexus,morest,run-20240603-163015,3900,209,3026,665,-,-,13,1,0.12702893436838392,0.25150072448768374,0.24088013896931093,6619,58198,13183,-,-,465,39,4.82780522230063,9.631753260194586,9.111754487550675
restcountries,schemathesis,run-20240603-231122,16300,1168,15002,130,-,-,10,1,0.7818181818181819,0.714548802946593,0.8295454545454546,96795,1227567,12238,-,-,1516,152,120.06818181818183,111.15837937384916,130.6363636363635
blog,deeprest-e20-s20,run-20240601-142253,25900,4837,12754,8309,-,-,25,13,0.04585427135678392,0.5218855218855218,0.4454664914586071,692735,1646306,1027959,-,-,5929,3106,11.12625628140707,128.78535353535358,111.05913272010483
languagetool,morest,run-20240604-214918,20800,60,20740,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,9409,2164191,0,-,-,208,0,1.2210662703403092,3.9293864180974936,8.854233226837078
restcountries,schemathesis,run-20240603-224100,16300,1168,15039,93,-,-,12,1,0.8,0.7348066298342542,0.8409090909090909,99457,1229220,7923,-,-,1712,152,121.8363636363634,113.54143646408826,131.7954545454548
features-service,restler,run-20240605-092843,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.428571428571356,77.56673960612669,82.98843930635847
project-tracking-system,schemathesis,run-20240603-160433,21700,5768,10037,5895,-,-,19,1,0.03125,0.3020030816640986,0.3941299790356394,617358,1109837,638105,-,-,4034,217,6.78125,65.27657935285025,84.86163522012582
features-service,resttestgen,run-20240601-122418,16400,7536,894,7970,-,-,15,12,0.30952380952380953,0.6236323851203501,0.6416184971098265,599413,68482,685105,-,-,2310,1510,48.91666666666675,100.04376367614859,102.53179190751466
languagetool,restler,run-20240605-132827,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
languagetool,schemathesis,run-20240603-212245,20800,3465,17335,0,-,-,1,0,0.006173545215502458,0.01917031239694858,0.042731629392971246,361895,1811705,0,-,-,208,0,1.284097404824517,3.9874249785653166,8.888178913738036
blog,schemathesis,run-20240603-221519,25900,1951,20705,3244,-,-,14,6,0.03015075376884422,0.37373737373737376,0.3363994743758213,262732,2644059,460209,-,-,3374,1507,7.5973618090452595,94.60016835016835,84.9395532194485
languagetool,schemathesis,run-20240603-215527,20800,713,11472,8615,-,-,1,5,0.006554628253496437,0.019412139732231187,0.042731629392971246,74071,1198844,900685,-,-,207,1040,1.363248351815862,4.03618616307955,8.881922257720998
ncs,restler,run-20240604-190109,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
ncs,arat-rl,run-20240531-170544,22000,10121,11879,0,-,-,6,0,0.8452380952380952,0.92,0.8620689655172413,1086541,1344459,0,-,-,1304,0,177.03571428571516,195.1963636363628,186.6206896551719
market,morest,run-20240604-001316,20100,2480,14665,2955,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,259714,1472756,297630,-,-,1804,401,3.561023622047239,52.69945602901192,68.10135135135148
person-controller,deeprest-e20-s20,run-20240605-132017,17900,8989,1735,7176,-,-,8,21,0.03333333333333333,0.7318435754189944,0.8172043010752689,861102,147536,602362,-,-,1428,3216,5.933333333333322,130.86033519553044,146.05376344085988
ncs,morest,run-20240604-211520,22000,8564,13436,0,-,-,6,0,0.6071428571428571,0.7672727272727272,0.8620689655172413,1045855,1385145,0,-,-,1150,0,121.85714285714342,143.66909090909104,165.10344827586152
project-tracking-system,restler,run-20240604-184926,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.46147919876712,79.13626834381564
features-service,morest,run-20240603-233333,16400,97,144,16159,-,-,9,6,0.20238095238095238,0.48577680525164113,0.5491329479768786,14963,11568,1326469,-,-,1463,979,32.547619047619065,78.73304157549241,88.87283236994199
features-service,deeprest-e20-s20,run-20240531-191634,16400,5611,710,10079,-,-,13,13,0.2857142857142857,0.6083150984682714,0.6473988439306358,480957,54187,817856,-,-,2105,1853,45.97619047619039,98.57111597374174,104.97109826589575
user-management,restler,run-20240605-185431,21000,9754,10128,1118,-,-,7,3,0.06050955414012739,0.5411392405063291,0.4854368932038835,824750,1273100,117650,-,-,1197,604,11.0700636942675,104.90189873417712,96.28883495145617
restcountries,deeprest-e20-s20,run-20240605-133157,16300,12108,3970,222,-,-,22,1,0.9,0.7790055248618785,0.8465909090909091,956063,363015,17522,-,-,3374,162,141.70000000000033,125.1546961325962,137.48863636363606
restcountries,morest,run-20240605-092033,16300,1187,15015,98,-,-,22,1,0.8954545454545455,0.7808471454880295,0.8465909090909091,95903,1232937,7760,-,-,3409,159,139.44545454545434,123.31123388581922,134.50568181818153
ncs,arat-rl,run-20240531-211729,22000,10400,11600,0,-,-,6,0,0.8511904761904762,0.9054545454545454,0.8620689655172413,1134165,1296835,0,-,-,1314,0,179.11309523809595,195.42545454545464,187.37931034482708
features-service,arat-rl,run-20240531-203046,16400,7135,1156,8109,-,-,18,12,0.6071428571428571,0.8096280087527352,0.7861271676300579,571551,102480,678969,-,-,2730,1651,84.98809523809527,122.84026258205714,121.43930635838133
languagetool,resttestgen,run-20240531-201353,20800,3782,15602,1416,-,-,2,5,0.1873785297816394,0.3460988853958274,0.3353301384451544,373876,1647878,151846,-,-,415,989,34.60207309172667,65.09794007078949,62.7036741214057
genome-nexus,arat-rl,run-20240531-163226,3900,2086,1315,499,-,-,20,1,0.2117148906139732,0.3084247567791348,0.26635784597568035,40485,26439,11076,-,-,759,39,7.534227240649262,11.549368660732762,10.148233931673417
blog,resttestgen,run-20240531-180037,25900,1622,13233,11045,-,-,21,11,0.038316582914572864,0.4553872053872054,0.39947437582128775,185324,1717824,1463852,-,-,4987,2161,9.194723618090459,113.58838383838437,100.79763469119534
restcountries,arat-rl,run-20240601-130316,16300,4585,11638,77,-,-,21,1,0.8954545454545455,0.7753222836095764,0.8465909090909091,366315,963713,6572,-,-,3092,156,134.79545454545433,121.4751381215475,136.14772727272697
blog,restler,run-20240605-105509,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135209,2764172,467619,-,-,2118,1989,8.400753768844234,92.10606060606042,79.04862023653112
user-management,arat-rl,run-20240602-095305,21000,3296,12082,5622,-,-,12,2,0.08917197452229299,0.6170886075949367,0.48058252427184467,352129,1282792,580579,-,-,2442,419,18.069002123142248,126.16139240506332,98.7063106796112
restcountries,restler,run-20240605-130616,16300,801,15476,23,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,60261,1274581,1758,-,-,483,148,99.76363636363622,106.1749539594841,131.86931818181776
languagetool,restler,run-20240605-141250,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
market,resttestgen,run-20240531-182619,20100,3971,11681,4448,-,-,11,24,0.04330708661417323,0.29827742520398914,0.3716216216216216,420388,1163013,446699,-,-,2189,3272,7.77559055118109,58.99048050770645,73.9175675675677
restcountries,resttestgen,run-20240531-171944,16300,2383,13908,9,-,-,22,1,0.8863636363636364,0.7771639042357275,0.8465909090909091,199675,1136062,863,-,-,3465,162,138.77272727272725,124.66482504604073,137.13068181818153
genome-nexus,morest,run-20240604-182602,3900,212,3015,673,-,-,12,1,0.12561750176429076,0.25005174912026495,0.23914302258251302,6609,58417,12974,-,-,434,39,4.676781933662666,9.517077209687445,9.033005211349158
restcountries,resttestgen,run-20240531-212430,16300,2426,13867,7,-,-,22,1,0.8818181818181818,0.7753222836095764,0.8465909090909091,205598,1130382,620,-,-,3466,138,139.40454545454506,123.74217311233932,136.8238636363634
blog,restler,run-20240606-082102,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135246,2764135,467619,-,-,2118,1989,8.3888190954774,92.06060606060588,79.01182654402125
genome-nexus,restler,run-20240604-215022,3900,1912,1988,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,35256,42744,0,-,-,240,0,5.909668313338037,9.995860070378802,8.180660104226982
restcountries,restler,run-20240605-133307,16300,856,15423,21,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,66613,1268232,1755,-,-,483,155,101.23636363636349,107.24309392265168,132.70454545454504
languagetool,morest,run-20240604-205859,20800,120,20680,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,12100,2161500,0,-,-,208,0,1.2235814183910694,3.9350143997186158,8.865548455804063
person-controller,deeprest-e20-s20,run-20240605-135259,17900,8758,1656,7486,-,-,8,21,0.03333333333333333,0.7318435754189944,0.8172043010752689,838948,143781,628271,-,-,1431,3229,5.966666666666655,130.1564245810053,145.36559139784913
restcountries,resttestgen,run-20240531-202936,16300,2103,14193,4,-,-,22,1,0.8863636363636364,0.7771639042357275,0.8465909090909091,183765,1152297,538,-,-,3522,162,140.34090909090912,124.88029465929968,137.13636363636334
person-controller,morest,run-20240603-211805,17900,837,439,16624,-,-,6,7,0.016666666666666666,0.4245810055865922,0.45161290322580644,76974,39219,1494807,-,-,1070,1250,2.933333333333328,75.34636871508347,79.87096774193566
user-management,deeprest-e20-s20,run-20240531-190126,21000,2309,11828,6863,-,-,14,4,0.1040339702760085,0.8607594936708861,0.6189320388349514,278662,1274672,662166,-,-,2554,754,20.587048832271822,166.59018987341742,123.02427184466049
project-tracking-system,morest,run-20240604-210929,21700,163,21146,391,-,-,17,1,0.041666666666666664,0.2996918335901387,0.38784067085953877,19454,2302903,42943,-,-,3442,210,8.75000000000001,64.05392912172574,82.29350104821779
person-controller,arat-rl,run-20240601-141702,17900,7386,696,9818,-,-,8,41,0.03333333333333333,0.7318435754189944,0.8172043010752689,636395,66927,907678,-,-,1397,6270,5.566666666666657,128.8324022346366,143.45161290322548
market,restler,run-20240605-094504,20100,9617,1268,9215,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,633829,158054,1238217,-,-,1607,1884,3.405511811023617,50.47960108794186,64.36621621621632
languagetool,restler,run-20240605-133047,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
ncs,schemathesis,run-20240603-145059,22000,13545,8455,0,-,-,6,0,0.6309523809523809,0.8072727272727273,0.8620689655172413,1493558,937442,0,-,-,1315,0,137.86309523809499,176.5090909090915,188.48275862068914
blog,restler,run-20240605-153351,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135168,2764213,467619,-,-,2118,1989,8.39195979899499,92.05723905723889,79.0091984231277
restcountries,resttestgen,run-20240531-182949,16300,2190,14098,12,-,-,21,1,0.8681818181818182,0.7734806629834254,0.8465909090909091,189788,1145694,1118,-,-,3368,162,137.5954545454551,123.93370165745893,136.7840909090906
genome-nexus,resttestgen,run-20240601-121753,3900,2088,1812,0,-,-,19,0,0.2018348623853211,0.31629062305940797,0.28257093225246094,43859,34141,0,-,-,715,0,7.656316160903318,12.132270751397217,10.734800231615525
person-controller,morest,run-20240604-214652,17900,1980,233,15687,-,-,8,7,0.03333333333333333,0.4860335195530726,0.5161290322580645,222363,9311,1379326,-,-,1430,1054,4.249999999999992,86.15642458100584,91.99999999999993
languagetool,resttestgen,run-20240531-152812,20800,3504,15859,1437,-,-,2,5,0.18211958385732252,0.3280717567656693,0.31070287539936103,381117,1650299,142184,-,-,416,930,34.53515491025495,64.4604172620749,61.48455804046857
scs,morest,run-20240604-200735,21000,20574,426,0,-,-,11,0,0.3333333333333333,0.5932203389830508,0.717948717948718,2172985,42515,0,-,-,2303,0,69.25793650793662,123.48474576271134,149.58974358974362
restcountries,deeprest-e20-s20,run-20240605-103738,16300,11914,4164,222,-,-,22,1,0.9045454545454545,0.7771639042357275,0.8465909090909091,946464,371774,18362,-,-,3394,160,141.94090909090934,125.2467771639037,137.53409090909062
person-controller,schemathesis,run-20240603-143218,17900,5803,483,11614,-,-,5,8,0.0,0.5698324022346368,0.6344086021505376,522030,43328,1045642,-,-,895,1428,0.0,101.98324022346391,113.52688172043045
project-tracking-system,morest,run-20240605-110429,21700,176,21116,408,-,-,17,1,0.041666666666666664,0.29892141756548535,0.389937106918239,21529,2299096,44675,-,-,3317,213,8.802083333333345,63.93990755007721,82.25995807127889
restcountries,resttestgen,run-20240531-160644,16300,2141,14147,12,-,-,21,1,0.8727272727272727,0.7716390423572744,0.8465909090909091,186355,1148975,1270,-,-,3269,162,136.57272727272775,123.08471454880338,136.68181818181787
project-tracking-system,schemathesis,run-20240603-151050,21700,8588,11983,1129,-,-,19,1,0.03125,0.3020030816640986,0.3857442348008386,945082,1301251,118967,-,-,3974,217,6.78125,65.14021571648662,82.80083857442357
features-service,arat-rl,run-20240601-120757,16400,7601,948,7851,-,-,18,11,0.5714285714285714,0.7921225382932167,0.7861271676300579,598098,79281,675621,-,-,2638,1501,73.33333333333333,118.22319474835909,119.87861271676292
restcountries,restler,run-20240605-134338,16300,1015,15268,17,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,75339,1259892,1369,-,-,483,142,98.29545454545442,105.08287292817656,130.98863636363592
genome-nexus,morest,run-20240605-095205,3900,165,3027,708,-,-,12,1,0.12491178546224418,0.24880977023390602,0.2362478286045165,5265,58978,13757,-,-,296,38,4.423429781227949,8.950113848064584,8.06601042269832
languagetool,arat-rl,run-20240531-162855,20800,10104,9100,1596,-,-,2,15,0.1982775046682672,0.3684349374546574,0.3651490947816826,1039154,967755,166691,-,-,413,1781,34.676574825654534,65.45852661199902,63.513045793397225
ncs,arat-rl,run-20240531-164146,22000,10138,11862,0,-,-,6,0,0.8392857142857143,0.9054545454545454,0.8620689655172413,1111787,1319213,0,-,-,1316,0,178.21428571428575,195.0509090909092,187.58620689655123
market,restler,run-20240605-102447,20100,9635,1268,9197,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,635587,158285,1236228,-,-,1607,1884,3.4074803149606248,50.51133272892101,64.41621621621633
scs,arat-rl,run-20240531-165953,21000,18639,2361,0,-,-,11,0,0.42857142857142855,0.6305084745762712,0.717948717948718,1963671,251829,0,-,-,2309,0,86.82539682539691,131.1050847457631,149.58974358974362
genome-nexus,arat-rl,run-20240531-211619,3900,1954,1392,554,-,-,20,1,0.2018348623853211,0.3030428482715794,0.26462072958888244,37623,28221,12156,-,-,729,39,7.189837685250529,11.2668184640861,9.98262883613202
market,schemathesis,run-20240603-151310,20100,5199,5006,9895,-,-,9,3,0.017716535433070866,0.2633726201269266,0.34054054054054056,491298,486633,1052169,-,-,1757,590,3.517716535433066,52.10244786944717,67.1054054054052
ncs,restler,run-20240604-211632,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
features-service,restler,run-20240604-182341,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.416666666666593,77.55579868708948,82.97687861271685
ncs,restler,run-20240604-190655,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
ncs,resttestgen,run-20240531-204337,22000,2148,19852,0,-,-,6,0,0.8392857142857143,0.9054545454545454,0.8620689655172413,243111,2187889,0,-,-,1319,0,174.20238095238113,193.44000000000003,188.9655172413788
genome-nexus,restler,run-20240605-101306,3900,1901,1999,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,34701,43299,0,-,-,244,0,5.935779816513761,10.023804595321877,8.20787492762015
blog,morest,run-20240604-181859,25900,254,21337,4309,-,-,11,6,0.029522613065326633,0.3838383838383838,0.3088042049934297,41107,2780849,545044,-,-,2640,1360,7.250628140703519,95.69781144781105,78.05256241787133
blog,morest,run-20240604-182009,25900,254,21334,4312,-,-,10,6,0.028894472361809045,0.37626262626262624,0.3061760840998686,41195,2776858,548947,-,-,2478,1452,7.116206030150754,93.44949494949493,75.98160315374523
market,resttestgen,run-20240531-204927,20100,3636,12062,4402,-,-,11,20,0.04330708661417323,0.29827742520398914,0.3716216216216216,367293,1224412,438395,-,-,2154,3025,8.14960629921259,58.5113327289213,72.45810810810822
languagetool,morest,run-20240605-090412,20800,20,20780,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,4160,2169440,0,-,-,208,0,1.2235814183910694,3.9350143997186158,8.865548455804063
scs,schemathesis,run-20240604-000135,21000,15147,5853,0,-,-,11,0,0.3333333333333333,0.6033898305084746,0.717948717948718,1601303,614197,0,-,-,2305,0,69.71825396825406,126.24067796610197,150.28205128205133
genome-nexus,resttestgen,run-20240531-204117,3900,2004,1896,0,-,-,19,0,0.20395201129146084,0.3171186089836473,0.2819918934568616,46910,31090,0,-,-,713,0,7.588567395906849,12.093769405920106,10.670526925303996
scs,resttestgen,run-20240531-190236,21000,18018,2982,0,-,-,11,0,0.39285714285714285,0.6237288135593221,0.717948717948718,1908685,306815,0,-,-,2303,0,79.67857142857132,129.4610169491528,150.20512820512823
blog,morest,run-20240605-170430,25900,230,21363,4307,-,-,11,6,0.029522613065326633,0.382996632996633,0.3088042049934297,37535,2779618,549847,-,-,2533,1541,7.412060301507562,96.32407407407369,78.18396846254937
blog,deeprest-e20-s20,run-20240531-151411,25900,7883,9140,8877,-,-,25,13,0.04585427135678392,0.5218855218855218,0.4454664914586071,1033404,1218064,1115532,-,-,6260,3236,11.45414572864324,132.20875420875373,113.10906701708258
ncs,morest,run-20240604-212225,22000,10251,11749,0,-,-,6,0,0.7023809523809523,0.7963636363636364,0.7931034482758621,1121525,1309475,0,-,-,1259,0,140.5357142857141,162.7309090909085,168.96551724137956
user-management,resttestgen,run-20240531-160754,21000,616,12784,7600,-,-,11,2,0.09341825902335456,0.6360759493670886,0.48058252427184467,71869,1325331,818300,-,-,2112,416,18.834394904458637,130.13607594936656,99.64805825242678
project-tracking-system,restler,run-20240604-182932,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.45146379044664,79.11949685534604
scs,resttestgen,run-20240531-204007,21000,18038,2962,0,-,-,11,0,0.39285714285714285,0.6203389830508474,0.717948717948718,1912913,302587,0,-,-,2303,0,80.25396825396781,129.68474576271151,150.30769230769235
project-tracking-system,resttestgen,run-20240531-205408,21700,831,20134,735,-,-,38,1,0.10416666666666667,0.3852080123266564,0.5241090146750524,107353,2182165,75782,-,-,7395,217,22.177083333333368,82.4830508474578,111.6289308176098
blog,schemathesis,run-20240603-213756,25900,1843,20929,3128,-,-,15,6,0.03015075376884422,0.38215488215488214,0.3495400788436268,240641,2700906,425453,-,-,3483,1510,7.516959798994986,96.04545454545396,87.97240473061765
project-tracking-system,arat-rl,run-20240531-175817,21700,3820,17333,547,-,-,37,1,0.10416666666666667,0.38212634822804314,0.5115303983228512,390708,1913979,60613,-,-,7235,214,19.916666666666675,80.6517719568566,107.33123689727456
market,resttestgen,run-20240531-200913,20100,3671,12149,4280,-,-,11,19,0.03740157480314961,0.2955575702629193,0.37027027027027026,355941,1248314,425845,-,-,2135,2864,7.22047244094491,58.37896645512255,73.08513513513493
blog,morest,run-20240606-082123,25900,231,21423,4246,-,-,11,6,0.029522613065326633,0.382996632996633,0.3088042049934297,38245,2791095,537660,-,-,2708,1530,7.359296482412076,97.3712121212119,78.91458607095942
restcountries,deeprest-e20-s20,run-20240605-093914,16300,11963,4097,240,-,-,22,1,0.9045454545454545,0.7790055248618785,0.8465909090909091,961123,357183,18294,-,-,3497,159,139.13636363636365,124.56353591160183,137.47159090909062
user-management,arat-rl,run-20240602-131151,21000,2639,12308,6053,-,-,12,3,0.09023354564755838,0.6550632911392406,0.5145631067961165,292344,1300049,623107,-,-,2367,570,18.13375796178344,130.6803797468357,103.31067961165058
project-tracking-system,arat-rl,run-20240531-172905,21700,3550,17713,437,-,-,36,1,0.11458333333333333,0.3790446841294299,0.5073375262054507,356111,1962254,46935,-,-,6132,208,22.3645833333333,79.27889060092446,104.3878406708593
languagetool,schemathesis,run-20240603-164856,20800,715,11482,8603,-,-,1,3,0.0064403033420982435,0.019368171125816167,0.042731629392971246,74400,1199975,899225,-,-,208,624,1.3394687702450383,4.0270406929452465,8.881922257720998
user-management,schemathesis,run-20240605-153920,21000,2123,16957,1920,-,-,8,3,0.06581740976645435,0.5158227848101266,0.4563106796116505,253485,1773712,188303,-,-,1658,630,13.57961783439494,107.35917721518982,94.94660194174713
languagetool,deeprest-e20-s20,run-20240531-184505,20800,8264,12343,193,-,-,2,5,0.22518196715064212,0.3796909006969024,0.36275292864749736,928897,1223872,20831,-,-,414,901,43.87801531953814,74.91984523050546,70.28194888178906
person-controller,deeprest-e20-s20,run-20240605-095908,17900,7458,1473,8969,-,-,8,24,0.03333333333333333,0.7318435754189944,0.8172043010752689,787367,136125,687508,-,-,1430,3275,5.916666666666656,130.65363128491592,145.8602150537631
genome-nexus,resttestgen,run-20240531-153142,3900,1888,2012,0,-,-,20,0,0.23853211009174313,0.3450631339267232,0.29530978575564565,45175,32825,0,-,-,732,0,8.812985179957657,13.087766507969373,11.228720324261722
scs,restler,run-20240604-190802,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.6071428571428,124.15593220338941,145.66666666666663
